id,loan_amnt,funded_amnt,int_rate,installment,emp_length,annual_inc,loan_status
627854,4800,4800,10.36,155.7,1,50000,Low Risk
628849,18000,11700,5.79,354.83,3,80000,Low Risk
628787,8200,8200,6.91,252.86,2,41000,Low Risk
628801,3000,3000,10.36,97.31,1,65000,Low Risk
626233,19200,19200,18.17,489.34,6,65000,Low Risk
628751,12000,12000,13.35,406.36,1,42000,Low Risk
628749,8500,8500,14.09,290.89,8,62400,Low Risk
628709,1500,1500,8.88,47.62,6,35000,Low Risk
628692,10750,10750,9.62,344.96,10,52000,Low Risk
628653,6400,6400,13.35,146.77,5,54996,Low Risk
628665,6250,6250,9.99,201.65,1,54000,Low Risk
625014,9200,9200,12.61,207.5,3,70001,Low Risk
628655,24000,24000,15.2,834.33,2,55000,Low Risk
628638,12000,12000,14.83,414.99,3,40000,Low Risk
628620,15000,10625,8.88,337.28,2,96000,Low Risk
628598,10000,6375,6.54,195.51,7,52000,Low Risk
628602,12000,7350,6.54,225.41,3,78000,Low Risk
628463,6000,6000,14.46,141.05,10,24996,Low Risk
628571,3000,3000,13.35,101.59,10,112500,Low Risk
628563,7500,7500,6.54,230.01,10,59000,Low Risk
628550,7500,7500,9.99,241.97,1,35000,Low Risk
628540,25000,25000,14.83,592.52,10,142000,Low Risk
628545,8000,7975,5.79,241.86,6,35000,Low Risk
628472,15000,15000,8.88,476.16,10,140000,Low Risk
626302,20000,15800,12.23,353.31,1,125000,Low Risk
628381,8500,8500,9.99,274.24,1,19200,Low Risk
628452,19000,19000,13.72,646.8,10,35576,Low Risk
628299,24250,17675,12.23,395.23,10,70000,Low Risk
627543,3600,3600,12.98,121.27,4,65000,High Risk
628401,5000,5000,6.91,154.18,5,38004,Low Risk
628404,11000,11000,5.79,333.6,5,64800,High Risk
620209,5000,5000,12.98,168.43,3,39000,Low Risk
625718,16000,16000,15.95,388.67,1,35004,Low Risk
628350,9600,9600,13.72,221.99,5,97000,High Risk
628348,4500,4500,14.83,106.66,4,70000,Low Risk
628342,5000,5000,6.17,152.5,10,45600,Low Risk
628315,5000,5000,9.62,105.31,2,67000,Low Risk
628287,7200,7200,9.62,231.05,4,108000,Low Risk
628250,10000,10000,16.69,354.99,4,82000,Low Risk
628210,7000,7000,14.46,240.82,3,40000,Low Risk
628163,5000,5000,14.09,171.11,5,45000,Low Risk
628186,10000,10000,12.61,225.54,10,57180,High Risk
627881,4800,4800,12.23,107.34,10,150000,Low Risk
628170,5000,5000,9.25,159.59,1,39000,Low Risk
627952,10000,10000,14.83,345.83,10,97000,Low Risk
628156,12000,12000,9.99,387.15,5,50000,Low Risk
628087,4000,4000,14.46,94.03,6,117000,Low Risk
626272,9000,9000,12.98,303.16,3,47000,Low Risk
628074,8000,8000,13.35,270.91,1,130000,Low Risk
628068,7325,7325,17.8,185.22,5,36000,High Risk
628026,19000,19000,16.32,465.28,2,52000,Low Risk
628009,25000,25000,15.2,869.09,9,75000,Low Risk
613416,10000,10000,10.36,324.37,6,71000,Low Risk
627803,20000,12425,6.54,381.05,10,81500,Low Risk
627962,18000,18000,9.99,382.36,5,70000,Low Risk
622000,12000,12000,8.88,380.93,1,87000,Low Risk
627028,9600,9600,5.42,289.54,10,75000,Low Risk
627853,24000,24000,19.66,631.33,10,68559.96,Low Risk
627848,12000,8000,6.54,245.34,10,60000,Low Risk
627833,3000,3000,12.61,67.67,10,50000,Low Risk
627744,5000,5000,14.46,117.54,4,44000,High Risk
624384,10000,10000,13.35,229.33,4,43160,Low Risk
627707,20500,12800,6.91,394.71,6,54500,Low Risk
615442,10000,10000,16.32,353.16,3,160000,Low Risk
627653,6125,6125,6.17,186.81,7,75000,Low Risk
627633,14500,14500,17.06,360.84,10,58600,Low Risk
627603,4800,4800,6.91,148.02,10,36000,Low Risk
627594,24000,24000,17.06,597.24,6,80000,Low Risk
627586,25000,17700,9.99,571.05,10,65000,High Risk
627583,25000,25000,14.83,864.56,1,300000,Low Risk
627582,10750,10750,9.25,343.1,10,82000,Low Risk
627575,10000,6150,5.79,186.52,7,45996,Low Risk
623885,2000,2000,12.61,67.02,1,24000,Low Risk
627532,4000,4000,12.61,134.03,4,54000,Low Risk
621891,6000,6000,6.17,183,3,65000,Low Risk
624371,4800,4800,12.98,161.69,2,55000,Low Risk
627263,6000,6000,9.99,127.46,7,50000,Low Risk
627494,4000,4000,8.88,126.98,3,79000,Low Risk
627479,5000,5000,6.91,154.18,9,55000,Low Risk
627485,2400,2400,10.36,77.85,1,22800,Low Risk
627462,16000,13625,9.25,434.86,5,71004,Low Risk
627446,6000,6000,18.17,152.92,4,28800,Low Risk
627441,10000,5025,6.17,153.26,3,95000,Low Risk
627397,6400,4725,6.54,144.91,1,46300,Low Risk
627274,10000,9425,10.36,201.93,4,40000,High Risk
623324,4000,4000,10.36,129.75,10,79112.04,Low Risk
627332,25000,16600,13.35,380.69,10,78996,Low Risk
627325,6000,6000,12.98,202.11,9,76000,Low Risk
625109,22000,13775,6.54,422.45,1,77000,Low Risk
627320,15000,9800,6.54,300.54,9,75000,High Risk
625946,10000,10000,13.72,231.24,2,40000,Low Risk
619389,25000,16275,13.72,376.34,10,73000,Low Risk
627236,12000,7525,6.54,230.78,2,55000,Low Risk
627214,3000,3000,6.17,91.5,4,26400,Low Risk
626307,9400,6700,6.91,206.61,2,31200,Low Risk
627208,6500,6500,15.57,156.59,10,93024,High Risk
627209,8000,8000,5.42,241.28,10,31000,Low Risk
627210,11200,11200,13.35,256.85,10,79800,Low Risk
627206,4000,4000,15.57,96.37,1,33600,Low Risk
627169,3000,3000,9.25,95.75,10,97000,Low Risk
624730,5600,5600,6.54,171.74,10,39960,Low Risk
621969,6000,6000,8.88,190.47,1,50000,Low Risk
622395,20500,15100,9.25,481.94,10,45288,Low Risk
626717,25000,16875,13.35,386.99,1,50000,High Risk
627063,3200,3200,18.54,116.56,1,54000,High Risk
627011,10000,10000,9.62,320.9,7,62322,Low Risk
627014,8525,8525,6.54,261.44,2,51600,Low Risk
626989,2100,2100,14.83,49.78,10,45000,High Risk
626986,5500,5500,6.91,169.6,3,20400,Low Risk
626978,15000,10875,9.99,231.01,2,23500,Low Risk
626949,6000,6000,5.42,180.96,10,56000,Low Risk
626937,2400,2400,10.36,77.85,1,23520,Low Risk
626936,8000,8000,5.79,242.62,2,82000,Low Risk
622090,25000,25000,17.43,627.11,4,170004,Low Risk
626915,1450,1450,12.23,32.43,3,24000,High Risk
624690,20000,12200,6.91,376.2,3,79000,Low Risk
626895,12500,12500,6.17,381.24,4,117832,Low Risk
626909,8300,8300,9.99,267.78,4,26000,Low Risk
626883,8400,8400,13.72,194.24,2,84552,Low Risk
626716,2500,2500,9.62,80.23,9,25000,Low Risk
626882,9600,9600,12.98,218.34,10,75000,Low Risk
617443,15000,9225,6.17,281.36,10,120000,Low Risk
626852,2500,2500,12.98,84.22,4,13200,Low Risk
626818,2050,2050,8.88,65.08,1,30000,High Risk
626835,5000,5000,12.61,167.54,5,45000,Low Risk
626757,18000,18000,14.46,619.23,1,180000,Low Risk
626812,6350,5275,5.79,159.98,3,38000,Low Risk
626796,5000,5000,12.98,168.43,5,51000,Low Risk
626799,15000,9150,5.79,277.5,7,70000,Low Risk
626339,12000,12000,13.72,277.49,1,36000,Low Risk
626787,10500,10500,14.46,246.83,10,130000,Low Risk
626785,7500,7500,12.23,249.94,6,75000,Low Risk
626775,7800,7800,9.99,251.65,10,60000,Low Risk
626762,15000,9125,6.17,278.31,10,77237,Low Risk
626692,25000,25000,14.83,864.56,8,300000,Low Risk
623955,9000,5750,6.54,176.34,1,35000,High Risk
626737,5000,5000,6.17,152.5,3,136000,Low Risk
626704,5000,5000,16.69,123.44,5,42000,Low Risk
626580,6000,5900,5.79,178.93,2,62500,Low Risk
626701,1000,1000,9.99,32.27,4,85000,Low Risk
626671,4200,4200,15.95,147.56,6,54996,Low Risk
625349,16000,11150,9.99,236.85,10,72500,Low Risk
626657,1000,1000,9.99,32.27,1,24000,Low Risk
626643,2500,2500,15.95,60.73,1,126600,High Risk
625156,5850,5850,15.2,203.37,10,23500,Low Risk
626600,5600,5600,6.54,171.74,3,89610,Low Risk
626591,2200,2200,5.79,66.72,3,55000,Low Risk
579304,4000,4000,14.83,94.81,3,20000,Low Risk
626534,7000,7000,9.62,147.43,10,63000,Low Risk
625868,10200,10200,13.72,235.86,8,97000,Low Risk
626507,15250,10650,9.99,226.23,10,130000,Low Risk
626550,5000,5000,10.36,162.19,1,45000,Low Risk
626538,15000,9475,6.54,290.58,6,72000,Low Risk
567324,10000,8850,5.79,268.4,3,65000,Low Risk
626523,2900,2900,9.62,93.06,6,70992,High Risk
626466,10000,10000,9.62,320.9,5,66996,Low Risk
625711,3825,3825,12.98,87,10,90840,High Risk
626424,8000,8000,12.61,268.06,3,30000,Low Risk
626313,4000,4000,10.36,129.75,10,40000,Low Risk
626392,18000,10800,6.91,333.03,8,45600,Low Risk
625947,24000,23375,17.43,838.4,1,65712,Low Risk
626373,10800,10800,12.23,359.91,2,33000,High Risk
626291,16000,16000,8.88,507.91,1,40000,Low Risk
626362,10000,10000,14.83,345.83,5,72000,High Risk
625975,6000,6000,9.25,191.5,10,36000,Low Risk
626281,15000,9600,12.23,214.67,1,78000,Low Risk
626248,9700,9700,8.88,307.92,1,56400,High Risk
626211,14000,7100,6.91,218.94,2,40000,Low Risk
626172,15000,15000,12.61,502.6,8,31680,High Risk
626163,15000,10025,15.2,239.55,10,35000,Low Risk
626093,1800,1800,12.61,60.32,1,36000,Low Risk
626145,10000,10000,10.36,214.25,8,70000,Low Risk
622164,12000,8275,6.54,253.78,1,33000,Low Risk
626123,8000,8000,15.2,191.17,3,100000,High Risk
626116,6000,6000,16.32,146.94,1,35000,High Risk
626035,24000,15125,17.43,379.41,10,90000,Low Risk
625995,5000,5000,14.83,118.51,5,110000,Low Risk
626002,25000,15950,13.72,368.82,1,71000,Low Risk
625793,7000,7000,9.62,224.63,2,40000,Low Risk
622199,12000,12000,15.57,289.09,4,51600,Low Risk
619899,13000,8275,6.54,253.78,10,27600,Low Risk
624955,7750,7750,9.62,248.7,6,29760,Low Risk
625145,6100,6100,9.62,128.47,3,35400,Low Risk
625841,24000,24000,16.69,592.47,2,65000,Low Risk
625820,5000,5000,5.79,151.64,10,111000,Low Risk
625832,3000,3000,6.54,92.01,1,74004,Low Risk
623448,25000,20725,13.35,475.28,4,63600,Low Risk
625773,16000,11325,12.23,253.24,5,39600,High Risk
625751,23500,17875,20.03,473.88,6,69200,Low Risk
625685,17000,10425,5.79,316.16,1,100000,Low Risk
625681,7500,7500,12.61,169.16,3,71500,Low Risk
623743,4200,4200,9.25,134.05,5,38000,Low Risk
624631,6750,5375,6.91,165.75,1,37500,Low Risk
625500,10000,10000,17.43,250.85,5,54000,High Risk
625498,5000,5000,8.88,158.72,8,36000,Low Risk
625613,3600,3600,9.99,116.15,2,35000,Low Risk
625042,10500,6725,6.17,205.11,3,50000,Low Risk
625541,3000,3000,10.36,97.31,2,48996,Low Risk
623198,13200,13200,9.99,425.87,10,54000,Low Risk
625518,8000,8000,14.46,188.06,2,80000,Low Risk
625501,15000,14800,16.69,365.36,1,125000,Low Risk
625448,3500,3500,10.36,113.53,1,16107,Low Risk
625471,6000,6000,6.54,184.01,10,78200,Low Risk
624153,7000,7000,6.91,215.86,3,37000,Low Risk
624926,8000,8000,14.46,275.22,4,70000,Low Risk
625388,15000,7575,10.36,162.3,10,57000,Low Risk
625162,5000,5000,12.61,167.54,6,40000,Low Risk
625366,14000,6050,5.79,183.48,1,85000,Low Risk
625323,4800,4800,15.95,168.64,1,36000,Low Risk
610216,12000,12000,6.17,365.99,10,65000,Low Risk
625314,10000,10000,13.35,229.33,10,30000,High Risk
625307,14400,14400,12.23,479.87,5,70000,Low Risk
625317,12000,12000,13.35,275.2,10,80000,Low Risk
589456,8000,8000,10.36,259.5,10,61440,Low Risk
625277,3300,3300,6.17,100.65,10,19200,Low Risk
625236,12000,12000,5.42,361.92,10,35000,High Risk
623481,25000,17950,12.98,408.24,10,140000,Low Risk
624844,3000,3000,9.25,95.75,2,44000,Low Risk
614014,15000,9525,10.36,204.07,1,43000,High Risk
625244,7200,7200,9.99,152.95,1,52000,Low Risk
625234,25000,15425,13.35,353.74,1,65000,Low Risk
624834,4500,4500,6.54,138.01,10,85000,Low Risk
625200,10000,10000,9.99,322.63,1,100000,Low Risk
625163,9000,5975,6.17,182.24,8,200000,Low Risk
625174,3000,3000,6.54,92.01,1,80000,Low Risk
625143,16500,11925,15.57,287.28,6,62400,Low Risk
625115,9750,9750,9.25,203.58,5,30000,Low Risk
625124,5000,5000,13.72,170.21,1,76000,Low Risk
625075,10000,10000,15.2,347.64,2,45000,High Risk
625065,3000,3000,5.79,90.99,10,88512,Low Risk
623809,4800,4800,10.36,155.7,1,40000,Low Risk
625063,6400,6400,10.36,207.6,1,39500,Low Risk
625055,7000,7000,12.23,156.53,3,88000,Low Risk
625019,9000,9000,17.06,321.15,5,40000,Low Risk
625003,12000,12000,12.23,399.9,2,75000,Low Risk
611129,6200,6200,10.36,201.11,2,24996,Low Risk
624873,15000,11100,9.25,231.77,9,60000,Low Risk
624916,8000,5500,6.91,169.6,5,25000,Low Risk
624911,6300,6300,9.25,131.55,3,36000,Low Risk
624444,16000,10100,6.17,308.05,4,119000,Low Risk
624831,6400,6400,15.57,154.18,1,27000,Low Risk
624816,24000,14550,6.54,446.21,10,95000,Low Risk
624814,5000,5000,12.23,166.63,1,80000,Low Risk
620689,10000,10000,6.17,305,10,100000,Low Risk
624806,12000,12000,12.61,270.65,1,210000,Low Risk
624791,5500,5500,13.72,187.23,1,26400,Low Risk
624760,8000,8000,5.79,242.62,4,54996,Low Risk
621758,9600,9600,14.46,225.68,3,66000,Low Risk
624713,5000,5000,9.25,159.59,1,28800,Low Risk
624721,15350,9800,6.17,298.9,10,75000,Low Risk
624703,6000,6000,9.25,191.5,8,90000,Low Risk
624696,2000,2000,6.54,61.34,10,60000,Low Risk
624694,11500,11500,12.98,387.37,5,33150,Low Risk
603567,6800,5350,6.17,163.17,7,45000,Low Risk
624649,2500,2500,6.91,77.09,4,41820,Low Risk
624657,9600,9600,12.61,216.52,1,28000,Low Risk
624497,18500,12175,6.54,373.38,8,130000,Low Risk
617711,8500,8500,5.79,257.78,10,90000,Low Risk
622530,22000,21150,15.95,513.77,6,116000,Low Risk
624576,5000,5000,9.62,160.45,2,25000,Low Risk
624579,14000,12050,9.99,388.77,10,100128,High Risk
624565,17500,17500,14.09,598.88,6,57000,Low Risk
622849,25000,25000,16.32,612.22,10,104400,Low Risk
624524,1000,1000,16.32,35.32,4,22320,Low Risk
624483,10000,10000,5.79,303.27,10,52188,Low Risk
624488,9000,9000,9.62,189.55,3,68000,Low Risk
624490,3000,3000,5.79,90.99,1,65000,Low Risk
622951,20000,20000,15.2,477.91,10,75000,Low Risk
622808,20500,20500,12.61,462.36,3,52800,Low Risk
624462,21250,12850,6.91,396.25,4,57996,Low Risk
624441,10000,6050,6.54,185.54,10,100000,Low Risk
624415,7000,4525,6.54,138.77,1,75800,Low Risk
622803,1800,1800,13.35,60.96,1,48000,Low Risk
623470,15000,15000,15.57,361.36,1,110000,Low Risk
624373,12000,12000,15.95,291.5,9,108904.08,Low Risk
624335,11475,11475,13.72,390.63,10,65000,Low Risk
624353,14000,8825,6.91,272.13,3,150000,Low Risk
623099,12000,7675,6.91,236.67,7,45000,Low Risk
624276,7200,7200,12.23,239.94,1,95000,Low Risk
624284,10000,10000,5.42,301.6,9,36000,Low Risk
624258,10000,6300,5.79,191.06,5,45000,Low Risk
624266,4000,4000,14.83,94.81,1,45000,Low Risk
624230,8500,8500,13.35,287.84,6,65000,Low Risk
624173,20000,12400,9.99,263.41,3,54400,Low Risk
624190,15000,15000,12.61,338.31,3,50000,Low Risk
624185,21000,13125,9.62,276.42,1,120000,Low Risk
609323,9600,9600,9.99,203.93,4,80000,Low Risk
624175,10000,6525,6.17,199.01,5,38400,Low Risk
624149,9925,9925,9.62,318.49,10,88000,Low Risk
619607,12500,12500,9.99,403.29,1,130000,Low Risk
624103,25000,17100,14.83,405.29,10,95500,Low Risk
624074,16750,16750,15.2,582.29,5,55000,Low Risk
618705,15000,15000,16.69,370.3,9,77867,Low Risk
621261,8000,8000,15.57,192.73,10,26400,Low Risk
623836,4900,4900,15.57,118.05,1,48000,Low Risk
624057,15000,15000,10.36,486.55,5,65000,Low Risk
623471,12000,12000,14.46,282.09,9,60000,Low Risk
624053,15000,9325,6.54,285.98,1,66500,Low Risk
624033,25000,25000,9.62,802.23,4,95000,Low Risk
624023,4800,4800,12.61,160.84,1,36000,Low Risk
624006,24000,16625,17.43,417.03,5,140000,Low Risk
623971,1900,1900,5.79,57.63,10,45000,Low Risk
623932,10000,6100,5.79,185,7,78000,Low Risk
623935,7000,7000,16.69,172.81,2,51500,Low Risk
623908,15000,9550,9.99,202.87,4,33600,Low Risk
623893,10000,10000,15.2,238.96,5,42000,High Risk
623736,22750,16775,14.46,577.09,1,52000,Low Risk
622911,12000,12000,10.36,389.24,5,44808,Low Risk
613943,14500,14500,10.36,470.33,2,45000,Low Risk
623868,11500,11500,10.36,373.02,2,30000,High Risk
616011,12200,8500,9.62,179.02,3,34000,High Risk
623825,6000,6000,5.79,181.97,7,41000,Low Risk
623819,25000,17000,10.36,551.42,8,85000,Low Risk
623804,12500,7800,6.17,151.42,3,49000,Low Risk
623786,5000,5000,9.25,159.59,5,48000,Low Risk
622296,18000,13250,9.25,422.89,2,39996,Low Risk
623067,6000,6000,6.17,183,2,54000,Low Risk
623753,6000,6000,9.99,193.58,1,42000,Low Risk
623709,6400,6400,12.23,143.11,7,85000,High Risk
623674,10000,10000,9.25,319.17,6,50000,Low Risk
618729,6500,6500,6.17,198.25,2,56256,Low Risk
623668,20000,12200,6.17,372.09,3,75000,Low Risk
623654,10000,6150,6.17,187.57,1,170000,Low Risk
622122,25000,22850,14.83,541.57,6,120000,Low Risk
622402,15000,15000,19.29,391.51,10,65000,High Risk
623643,3600,3600,8.88,114.28,10,65000,Low Risk
623638,2000,2000,10.36,64.88,5,45600,Low Risk
623605,16000,9725,6.91,299.88,10,135000,Low Risk
623134,20000,12950,8.88,411.09,7,80000,Low Risk
621874,14500,9650,9.99,204.99,4,58000,High Risk
623565,7000,7000,14.09,239.55,4,52000,Low Risk
623560,1500,1500,6.91,46.26,6,62000,Low Risk
623559,8000,5000,6.17,152.5,2,40000,Low Risk
623549,5000,5000,9.99,106.22,1,76800,Low Risk
622125,17000,10325,6.54,316.64,5,75000,Low Risk
623531,19500,19500,17.06,485.26,5,53200,High Risk
623530,8000,8000,12.61,268.06,5,31416,Low Risk
623525,20000,20000,12.61,451.08,3,65000,Low Risk
623521,8900,6000,6.17,183,7,55200,Low Risk
623490,10000,10000,9.25,319.17,3,57996,Low Risk
613076,22000,22000,12.23,491.94,10,67200,Low Risk
623482,12000,12000,15.57,289.09,1,92500,Low Risk
614291,8400,8400,6.17,256.2,7,60000,Low Risk
621647,7750,7750,12.98,176.26,10,26771.94,High Risk
620390,14100,14100,17.8,356.52,3,50674.4,High Risk
623428,18250,17750,15.95,431.18,5,50000,Low Risk
622977,2000,2000,13.72,68.09,10,62004,Low Risk
623409,25000,25000,14.83,864.56,7,60000,Low Risk
623388,1500,1500,12.23,49.99,3,40980,High Risk
623364,4000,4000,12.61,90.22,1,25000,Low Risk
623340,21000,21000,13.35,711.12,10,91000,Low Risk
623317,1200,1200,16.69,42.6,9,30000,Low Risk
623299,12000,8550,9.99,181.63,1,70000,High Risk
623262,6000,6000,6.17,183,10,81000,Low Risk
623277,1400,1400,10.36,45.42,10,50000,Low Risk
623255,10000,10000,16.69,246.87,3,56000,Low Risk
623241,3600,3600,6.91,111.01,1,18000,Low Risk
623243,10000,10000,9.25,319.17,7,30000,Low Risk
623235,5500,5500,10.36,178.41,5,36000,Low Risk
623227,1500,1500,9.62,48.14,10,63000,High Risk
623210,5000,5000,6.17,152.5,7,65004,Low Risk
623200,4500,4500,6.54,138.01,4,61000,Low Risk
623199,7500,7500,9.62,157.96,10,38000,Low Risk
622996,10000,10000,5.79,303.27,10,40000,Low Risk
623156,6400,6400,6.91,197.36,5,72000,Low Risk
623096,4000,4000,6.54,122.67,5,70000,Low Risk
623124,20000,12500,6.54,383.35,10,100000,Low Risk
623131,25000,19425,15.2,675.28,1,120000,Low Risk
623112,15000,15000,15.95,526.99,3,85000,Low Risk
623108,12000,9150,6.54,280.61,8,115000,Low Risk
623103,10000,6775,5.79,205.47,1,78000,Low Risk
623095,12000,12000,15.2,286.75,3,60000,Low Risk
622786,12000,12000,9.62,385.07,10,45000,Low Risk
623079,9000,9000,5.42,271.44,10,266000,Low Risk
623057,25000,18475,16.32,452.43,2,325000,Low Risk
622067,11500,8275,5.79,250.96,5,62500,Low Risk
623049,7200,7200,16.69,177.75,2,35500,Low Risk
607668,9700,9700,8.88,307.92,2,60000,Low Risk
620324,4350,4350,12.98,146.53,3,12000,Low Risk
622981,3500,3500,12.98,117.9,3,44000,Low Risk
622976,23000,14600,9.99,310.14,9,48000,Low Risk
622947,10000,6950,6.91,214.31,2,62000,High Risk
622898,8000,8000,10.36,259.5,4,38000,High Risk
622887,3000,3000,17.8,108.16,6,23004,Low Risk
622794,16800,16800,10.36,359.94,2,60500,Low Risk
622741,10000,10000,12.23,333.25,2,97000,Low Risk
620453,25000,25000,20.77,673.11,10,89004,Low Risk
622658,1500,1500,10.36,48.66,5,40000,Low Risk
622624,5000,5000,10.36,162.19,3,35000,Low Risk
622632,7200,7200,17.06,179.18,1,39342.48,Low Risk
622608,25000,17300,13.72,400.04,5,108000,High Risk
622584,9000,9000,10.36,291.93,6,85000,Low Risk
622571,9600,9600,10.36,311.4,7,45600,Low Risk
622573,6000,6000,9.62,126.37,7,65000,Low Risk
622539,7275,7275,6.91,224.34,10,95000,Low Risk
622529,3500,3500,8.88,111.11,4,40000,Low Risk
622449,10400,10400,6.91,320.7,1,30456,Low Risk
622381,4000,4000,6.54,122.67,2,45600,Low Risk
622380,7000,7000,10.36,227.06,2,47000,Low Risk
615166,5000,5000,10.36,107.13,6,30600,Low Risk
621893,11850,8050,6.54,246.88,1,35000,Low Risk
621743,7800,7800,8.88,247.61,8,28000,Low Risk
620716,8000,8000,6.91,246.69,7,150000,Low Risk
622261,12000,12000,14.46,282.09,10,98200,Low Risk
622230,4000,4000,12.61,90.22,10,73125,High Risk
622192,11600,8075,6.91,249.01,1,70000,Low Risk
368492,4500,4500,9.62,144.41,1,21000,Low Risk
622190,7500,7500,9.99,241.97,5,27168,Low Risk
622143,8000,8000,8.88,165.61,10,56000,Low Risk
622144,7200,7200,13.35,243.82,1,60000,Low Risk
622123,8500,8500,10.36,182.11,6,65000,Low Risk
614879,6000,6000,9.25,191.5,7,55000,Low Risk
622061,25000,25000,15.57,873.63,10,60000,High Risk
622073,15600,10100,6.17,308.05,9,44000,Low Risk
531337,17000,15100,9.99,320.76,1,42000,Low Risk
622039,4200,4200,9.62,134.78,3,828000,Low Risk
622037,18000,18000,8.88,571.4,1,57408,Low Risk
617717,18000,11200,6.54,343.48,5,54000,High Risk
622016,1500,1500,10.36,48.66,10,27000,Low Risk
621468,6000,6000,9.99,127.46,1,19200,Low Risk
620875,6000,6000,12.61,135.33,4,52000,Low Risk
621974,17000,17000,10.36,364.22,4,118000,Low Risk
621971,5300,5300,5.42,159.85,10,40000,Low Risk
621936,15000,15000,18.17,382.29,1,38400,High Risk
621660,4750,4750,13.35,108.94,3,36000,Low Risk
621922,20400,20400,9.62,429.64,9,80000,Low Risk
621916,10000,10000,6.54,306.68,10,50000,Low Risk
621823,9000,9000,13.72,306.38,10,46800,High Risk
621890,9600,9600,14.46,330.26,5,63000,Low Risk
621882,4000,4000,6.17,122,7,45000,Low Risk
621276,10000,10000,6.91,308.36,6,90722,Low Risk
621855,16000,16000,14.83,379.22,1,67000,Low Risk
621853,24000,15525,6.91,478.73,10,44000,Low Risk
621139,8000,8000,8.88,165.61,10,75000,Low Risk
621821,7200,7200,9.99,232.29,3,125004,Low Risk
621806,8000,8000,12.61,268.06,10,120000,Low Risk
621768,24000,24000,20.03,892.3,6,115872,High Risk
621534,10000,6575,6.17,200.54,1,30000,Low Risk
621111,7500,7500,9.99,159.32,9,60000,Low Risk
621717,3000,3000,10.36,97.31,5,30000,Low Risk
621712,25000,25000,12.98,568.58,10,151200,Low Risk
621669,8000,8000,5.79,242.62,10,86004,Low Risk
621682,3500,3500,5.42,105.56,5,60000,Low Risk
621672,10400,10400,9.99,335.53,3,52000,Low Risk
620545,16800,10775,6.54,330.44,10,60000,Low Risk
621058,12000,12000,5.42,361.92,10,150000,Low Risk
621626,2000,2000,5.42,60.32,10,100000,Low Risk
621591,25000,15900,17.43,398.85,5,85000,Low Risk
621583,10000,10000,18.17,254.86,8,84000,Low Risk
621587,13200,9575,6.17,292.03,2,58000,Low Risk
621579,7500,7500,6.17,228.75,10,65000,Low Risk
621581,12000,12000,9.99,387.15,1,33600,High Risk
621572,5000,5000,12.98,113.72,6,33000,High Risk
621570,7500,7500,12.98,252.64,4,32000,Low Risk
621518,10000,10000,14.83,237.01,5,50000,Low Risk
621533,16800,16800,6.91,518.05,4,120000,Low Risk
621525,6500,6500,5.79,197.13,2,40116.12,Low Risk
619807,5600,5600,9.25,178.74,6,33600,Low Risk
621507,19000,19000,15.95,461.54,4,82250,High Risk
618911,14800,14800,17.8,374.22,4,81000,Low Risk
618187,20000,20000,20.4,534.34,10,77004,Low Risk
621444,1200,1200,9.99,38.72,3,55000,Low Risk
617204,1200,1200,8.88,38.1,9,31500,Low Risk
621017,18725,11700,6.54,358.81,1,36500,High Risk
621397,5000,5000,17.43,179.34,6,36000,High Risk
621384,5000,5000,12.98,168.43,10,106000,Low Risk
621375,24000,24000,18.54,874.18,7,110000,Low Risk
621337,12000,12000,14.83,284.41,3,70000,Low Risk
621303,6600,6600,12.61,221.15,7,50000,Low Risk
621311,7050,7050,12.23,234.94,2,25200,Low Risk
621218,6000,6000,13.72,204.26,3,41496,High Risk
621238,10000,10000,9.25,208.8,1,50400,High Risk
621266,15000,9375,6.91,289.09,5,75000,Low Risk
621253,18000,18000,10.36,385.65,5,55000,Low Risk
621250,5000,5000,6.17,152.5,2,33000,Low Risk
621226,8000,8000,6.17,244,8,75000,Low Risk
621202,4000,4000,14.46,94.03,1,38000,Low Risk
611762,25000,25000,9.99,806.57,3,150000,Low Risk
621176,4600,4600,9.62,147.61,10,150000,Low Risk
621152,5000,5000,5.42,150.8,8,42000,Low Risk
607664,20500,12875,6.54,394.85,2,74000,Low Risk
620840,5000,5000,5.42,150.8,1,40000,Low Risk
621125,6500,6500,8.88,134.56,7,63600,Low Risk
621107,15800,15800,15.95,383.81,1,31200,Low Risk
620899,3600,3600,9.25,114.9,4,53000,Low Risk
621060,13000,13000,14.83,308.12,4,44400,High Risk
621063,6000,6000,18.54,154.13,1,19200,High Risk
621067,4050,4050,6.91,124.89,4,14400,Low Risk
621039,12000,12000,5.42,361.92,10,68000,Low Risk
620931,4000,4000,15.2,95.59,9,102000,Low Risk
621028,12500,12500,9.99,265.53,1,44000,Low Risk
620010,18000,12625,9.62,265.89,7,120000,Low Risk
621020,25000,25000,15.2,869.09,4,112000,High Risk
621032,15000,9200,6.54,180.19,3,75000,Low Risk
620956,7500,7500,6.54,230.01,1,103500,Low Risk
621016,12000,12000,9.99,254.91,2,57600,Low Risk
621002,25000,17525,13.72,405.24,1,145000,Low Risk
620977,1800,1800,6.54,55.21,1,36000,Low Risk
620935,9900,9900,6.54,303.61,7,39600,Low Risk
620936,20000,13125,6.54,402.51,4,95000,Low Risk
